image,survey_code,species,comments,quadrat,presabs
pic_s21_2018_ne_q05.png,s21_2018_ne,red campion,NA,q05,0
pic_s21_2018_ne_q05.png,s21_2018_ne,white campion,NA,q05,1
pic_s21_2018_ne_q05.png,s21_2018_ne,phacelia,NA,q05,0
pic_s21_2018_ne_q05.png,s21_2018_ne,borage,NA,q05,0
pic_s22_2018_ne_q05.png,s22_2018_ne,alsike clover,NA,q05,0
pic_s22_2018_ne_q05.png,s22_2018_ne,crimson clover,NA,q05,0
pic_s22_2018_ne_q05.png,s22_2018_ne,red clover,NA,q05,1
pic_s22_2018_ne_q05.png,s22_2018_ne,sweet clover,NA,q05,0
pic_s22_2018_ne_q05.png,s22_2018_ne,white clover,NA,q05,0
pic_s22_2018_ne_q05.png,s22_2018_ne,bird's-foot trefoil,NA,q05,0
pic_s22_2018_ne_q05.png,s22_2018_ne,sainfoin,NA,q05,0
pic_s22_2018_ne_q05.png,s22_2018_ne,lucerne,NA,q05,0
pic_s22_2018_ne_q05.png,s22_2018_ne,black medick,NA,q05,0
pic_s22_2018_ne_q05.png,s22_2018_ne,common vetch,NA,q05,0
pic_s22_2018_ne_q05.png,s22_2018_ne,black knapweed,NA,q05,0
pic_s22_2018_ne_q05.png,s22_2018_ne,yarrow,NA,q05,0
pic_s22_2018_ne_q05.png,s22_2018_ne,oxeye daisy,NA,q05,0
pic_s22_2018_ne_q05.png,s22_2018_ne,musk mallow,NA,q05,0
pic_s22_2018_ne_q05.png,s22_2018_ne,wild carrot,NA,q05,0
pic_s22_2018_ne_q05.png,s22_2018_ne,fenugreek,NA,q05,0
pic_s22_2018_ne_q05.png,s22_2018_ne,red campion,NA,q05,0
pic_s22_2018_ne_q05.png,s22_2018_ne,white campion,NA,q05,0
pic_s22_2018_ne_q05.png,s22_2018_ne,phacelia,NA,q05,0
pic_s22_2018_ne_q05.png,s22_2018_ne,borage,NA,q05,0
pic_s04_2017_ne_q06.png,s04_2017_ne,alsike clover,NA,q06,0
pic_s04_2017_ne_q06.png,s04_2017_ne,red clover,NA,q06,1
pic_s04_2017_ne_q06.png,s04_2017_ne,crimson clover,NA,q06,0
pic_s04_2017_ne_q06.png,s04_2017_ne,white clover,NA,q06,0
pic_s04_2017_ne_q06.png,s04_2017_ne,sainfoin,NA,q06,1
pic_s04_2017_ne_q06.png,s04_2017_ne,lucerne,NA,q06,1
pic_s04_2017_ne_q06.png,s04_2017_ne,bird's-foot trefoil,NA,q06,0
pic_s04_2017_ne_q06.png,s04_2017_ne,black medick,NA,q06,1
pic_s04_2017_ne_q06.png,s04_2017_ne,common vetch,NA,q06,1
pic_s04_2017_ne_q06.png,s04_2017_ne,black knapweed,NA,q06,0
pic_s04_2017_ne_q06.png,s04_2017_ne,yarrow,NA,q06,0
pic_s04_2017_ne_q06.png,s04_2017_ne,oxeye daisy,NA,q06,0
pic_s04_2017_ne_q06.png,s04_2017_ne,musk mallow,NA,q06,0
pic_s04_2017_ne_q06.png,s04_2017_ne,wild carrot,NA,q06,0
pic_s04_2017_ne_q06.png,s04_2017_ne,field scabious,NA,q06,0
pic_s04_2017_ne_q06.png,s04_2017_ne,sweet clover,NA,q06,0
pic_s04_2017_ne_q06.png,s04_2017_ne,fenugreek,NA,q06,0
pic_s04_2017_ne_q06.png,s04_2017_ne,red campion,NA,q06,0
pic_s04_2017_ne_q06.png,s04_2017_ne,phacelia,NA,q06,0
pic_s04_2017_ne_q06.png,s04_2017_ne,borage,NA,q06,0
pic_s04_2017_ne_q06.png,s04_2017_ne,white campion,NA,q06,0
pic_s12_2017_ne_v_q06.png,s12_2017_ne_v,alsike clover,NA,q06,1
pic_s12_2017_ne_v_q06.png,s12_2017_ne_v,crimson clover,NA,q06,0
pic_s12_2017_ne_v_q06.png,s12_2017_ne_v,red clover,NA,q06,1
pic_s12_2017_ne_v_q06.png,s12_2017_ne_v,sweet clover,NA,q06,0
pic_s12_2017_ne_v_q06.png,s12_2017_ne_v,white clover,NA,q06,0
pic_s12_2017_ne_v_q06.png,s12_2017_ne_v,sainfoin,NA,q06,1
pic_s12_2017_ne_v_q06.png,s12_2017_ne_v,lucerne,NA,q06,1
pic_s12_2017_ne_v_q06.png,s12_2017_ne_v,bird's-foot trefoil,NA,q06,1
pic_s12_2017_ne_v_q06.png,s12_2017_ne_v,black medick,NA,q06,0
pic_s12_2017_ne_v_q06.png,s12_2017_ne_v,common vetch,NA,q06,1
pic_s12_2017_ne_v_q06.png,s12_2017_ne_v,black knapweed,NA,q06,0
pic_s12_2017_ne_v_q06.png,s12_2017_ne_v,yarrow,NA,q06,0
pic_s12_2017_ne_v_q06.png,s12_2017_ne_v,oxeye daisy,NA,q06,0
pic_s12_2017_ne_v_q06.png,s12_2017_ne_v,musk mallow,NA,q06,0
pic_s12_2017_ne_v_q06.png,s12_2017_ne_v,wild carrot,NA,q06,0
pic_s12_2017_ne_v_q06.png,s12_2017_ne_v,red campion,NA,q06,1
pic_s12_2017_ne_v_q06.png,s12_2017_ne_v,white campion,NA,q06,0
pic_s12_2017_ne_v_q06.png,s12_2017_ne_v,phacelia,NA,q06,1
pic_s13_2017_ne_v_q06.png,s13_2017_ne_v,alsike clover,NA,q06,1
pic_s13_2017_ne_v_q06.png,s13_2017_ne_v,crimson clover,NA,q06,0
pic_s13_2017_ne_v_q06.png,s13_2017_ne_v,red clover,NA,q06,1
pic_s13_2017_ne_v_q06.png,s13_2017_ne_v,sweet clover,NA,q06,0
pic_s13_2017_ne_v_q06.png,s13_2017_ne_v,white clover,NA,q06,0
pic_s13_2017_ne_v_q06.png,s13_2017_ne_v,sainfoin,NA,q06,1
pic_s13_2017_ne_v_q06.png,s13_2017_ne_v,lucerne,NA,q06,1
pic_s13_2017_ne_v_q06.png,s13_2017_ne_v,bird's-foot trefoil,NA,q06,1
pic_s13_2017_ne_v_q06.png,s13_2017_ne_v,black medick,NA,q06,1
pic_s13_2017_ne_v_q06.png,s13_2017_ne_v,common vetch,NA,q06,0
pic_s13_2017_ne_v_q06.png,s13_2017_ne_v,black knapweed,NA,q06,0
pic_s13_2017_ne_v_q06.png,s13_2017_ne_v,yarrow,NA,q06,0
pic_s13_2017_ne_v_q06.png,s13_2017_ne_v,oxeye daisy,NA,q06,0
pic_s13_2017_ne_v_q06.png,s13_2017_ne_v,musk mallow,NA,q06,0
pic_s13_2017_ne_v_q06.png,s13_2017_ne_v,wild carrot,NA,q06,0
pic_s13_2017_ne_v_q06.png,s13_2017_ne_v,red campion,NA,q06,1
pic_s13_2017_ne_v_q06.png,s13_2017_ne_v,white campion,NA,q06,1
pic_s13_2017_ne_v_q06.png,s13_2017_ne_v,phacelia,NA,q06,0
pic_s05_2017_ne_q06.png,s05_2017_ne,alsike clover,NA,q06,1
pic_s05_2017_ne_q06.png,s05_2017_ne,crimson clover,NA,q06,1
pic_s05_2017_ne_q06.png,s05_2017_ne,red clover,NA,q06,1
pic_s05_2017_ne_q06.png,s05_2017_ne,sweet clover,NA,q06,0
pic_s05_2017_ne_q06.png,s05_2017_ne,white clover,NA,q06,0
pic_s05_2017_ne_q06.png,s05_2017_ne,sainfoin,NA,q06,1
pic_s05_2017_ne_q06.png,s05_2017_ne,lucerne,NA,q06,0
pic_s05_2017_ne_q06.png,s05_2017_ne,bird's-foot trefoil,NA,q06,1
pic_s05_2017_ne_q06.png,s05_2017_ne,black medick,NA,q06,0
pic_s05_2017_ne_q06.png,s05_2017_ne,common vetch,NA,q06,0
pic_s05_2017_ne_q06.png,s05_2017_ne,black knapweed,NA,q06,0
pic_s05_2017_ne_q06.png,s05_2017_ne,yarrow,NA,q06,0
pic_s05_2017_ne_q06.png,s05_2017_ne,oxeye daisy,NA,q06,0
pic_s05_2017_ne_q06.png,s05_2017_ne,musk mallow,NA,q06,0
pic_s05_2017_ne_q06.png,s05_2017_ne,wild carrot,NA,q06,0
pic_s05_2017_ne_q06.png,s05_2017_ne,red campion,NA,q06,0
pic_s05_2017_ne_q06.png,s05_2017_ne,white campion,NA,q06,0
pic_s05_2017_ne_q06.png,s05_2017_ne,phacelia,NA,q06,0
pic_s08_2017_ne_q06.png,s08_2017_ne,alsike clover,NA,q06,1
pic_s08_2017_ne_q06.png,s08_2017_ne,crimson clover,NA,q06,1
pic_s08_2017_ne_q06.png,s08_2017_ne,red clover,NA,q06,0
pic_s08_2017_ne_q06.png,s08_2017_ne,sweet clover,NA,q06,0
pic_s08_2017_ne_q06.png,s08_2017_ne,white clover,NA,q06,1
pic_s08_2017_ne_q06.png,s08_2017_ne,sainfoin,NA,q06,0
pic_s08_2017_ne_q06.png,s08_2017_ne,lucerne,NA,q06,1
pic_s08_2017_ne_q06.png,s08_2017_ne,bird's-foot trefoil,NA,q06,1
pic_s08_2017_ne_q06.png,s08_2017_ne,black medick,NA,q06,1
pic_s08_2017_ne_q06.png,s08_2017_ne,common vetch,NA,q06,1
pic_s08_2017_ne_q06.png,s08_2017_ne,black knapweed,NA,q06,1
pic_s08_2017_ne_q06.png,s08_2017_ne,yarrow,NA,q06,0
pic_s08_2017_ne_q06.png,s08_2017_ne,oxeye daisy,NA,q06,1
pic_s08_2017_ne_q06.png,s08_2017_ne,musk mallow,NA,q06,0
pic_s08_2017_ne_q06.png,s08_2017_ne,wild carrot,NA,q06,1
pic_s08_2017_ne_q06.png,s08_2017_ne,red campion,NA,q06,0
pic_s08_2017_ne_q06.png,s08_2017_ne,white campion,NA,q06,0
pic_s08_2017_ne_q06.png,s08_2017_ne,phacelia,NA,q06,0
pic_s28_2017_ne_q06.png,s28_2017_ne,alsike clover,NA,q06,1
pic_s28_2017_ne_q06.png,s28_2017_ne,crimson clover,NA,q06,0
pic_s28_2017_ne_q06.png,s28_2017_ne,red clover,NA,q06,1
pic_s28_2017_ne_q06.png,s28_2017_ne,sweet clover,NA,q06,0
pic_s28_2017_ne_q06.png,s28_2017_ne,white clover,NA,q06,0
pic_s28_2017_ne_q06.png,s28_2017_ne,sainfoin,NA,q06,1
pic_s28_2017_ne_q06.png,s28_2017_ne,lucerne,NA,q06,0
pic_s28_2017_ne_q06.png,s28_2017_ne,bird's-foot trefoil,NA,q06,1
pic_s28_2017_ne_q06.png,s28_2017_ne,black medick,NA,q06,0
pic_s28_2017_ne_q06.png,s28_2017_ne,common vetch,NA,q06,1
pic_s28_2017_ne_q06.png,s28_2017_ne,black knapweed,NA,q06,0
pic_s28_2017_ne_q06.png,s28_2017_ne,yarrow,NA,q06,0
pic_s28_2017_ne_q06.png,s28_2017_ne,oxeye daisy,NA,q06,0
pic_s28_2017_ne_q06.png,s28_2017_ne,musk mallow,NA,q06,0
pic_s28_2017_ne_q06.png,s28_2017_ne,wild carrot,NA,q06,0
pic_s28_2017_ne_q06.png,s28_2017_ne,red campion,NA,q06,0
pic_s28_2017_ne_q06.png,s28_2017_ne,white campion,NA,q06,0
pic_s28_2017_ne_q06.png,s28_2017_ne,phacelia,NA,q06,0
pic_s01_2017_ne_q06.png,s01_2017_ne,alsike clover,NA,q06,1
pic_s01_2017_ne_q06.png,s01_2017_ne,crimson clover,NA,q06,0
pic_s01_2017_ne_q06.png,s01_2017_ne,red clover,NA,q06,0
pic_s01_2017_ne_q06.png,s01_2017_ne,sainfoin,NA,q06,0
pic_s01_2017_ne_q06.png,s01_2017_ne,bird's-foot trefoil,NA,q06,0
pic_s01_2017_ne_q06.png,s01_2017_ne,black knapweed,NA,q06,0
pic_s01_2017_ne_q06.png,s01_2017_ne,musk mallow,NA,q06,1
pic_s01_2017_ne_q06.png,s01_2017_ne,phacelia,"** Phacelia seen as cut stems on the ground and counted as present (as it is a sown species in the mix and has grown in the PBR plot), q02, q03, q06, q10",q06,1
pic_s01_2017_ne_q06.png,s01_2017_ne,gold of pleasure,NA,q06,0
pic_s02_2017_ne_q06.png,s02_2017_ne,alsike clover,NA,q06,1
pic_s02_2017_ne_q06.png,s02_2017_ne,crimson clover,NA,q06,0
pic_s02_2017_ne_q06.png,s02_2017_ne,red clover,NA,q06,1
pic_s02_2017_ne_q06.png,s02_2017_ne,sweet clover,NA,q06,0
pic_s02_2017_ne_q06.png,s02_2017_ne,white clover,NA,q06,1
pic_s02_2017_ne_q06.png,s02_2017_ne,sainfoin,NA,q06,1
pic_s02_2017_ne_q06.png,s02_2017_ne,lucerne,NA,q06,1
pic_s02_2017_ne_q06.png,s02_2017_ne,bird's-foot trefoil,NA,q06,0
pic_s02_2017_ne_q06.png,s02_2017_ne,black medick,NA,q06,0
pic_s02_2017_ne_q06.png,s02_2017_ne,common vetch,NA,q06,0
pic_s02_2017_ne_q06.png,s02_2017_ne,black knapweed,NA,q06,0
pic_s02_2017_ne_q06.png,s02_2017_ne,fenugreek,NA,q06,0
pic_s02_2017_ne_q06.png,s02_2017_ne,red campion,NA,q06,0
pic_s02_2017_ne_q06.png,s02_2017_ne,phacelia,NA,q06,0
pic_s24_2017_ne_q06.png,s24_2017_ne,alsike clover,NA,q06,1
pic_s24_2017_ne_q06.png,s24_2017_ne,crimson clover,NA,q06,0
pic_s24_2017_ne_q06.png,s24_2017_ne,red clover,NA,q06,1
pic_s24_2017_ne_q06.png,s24_2017_ne,sweet clover,NA,q06,0
pic_s24_2017_ne_q06.png,s24_2017_ne,white clover,NA,q06,0
pic_s24_2017_ne_q06.png,s24_2017_ne,sainfoin,NA,q06,0
pic_s24_2017_ne_q06.png,s24_2017_ne,lucerne,NA,q06,1
pic_s24_2017_ne_q06.png,s24_2017_ne,bird's-foot trefoil,NA,q06,1
pic_s24_2017_ne_q06.png,s24_2017_ne,black medick,NA,q06,0
pic_s24_2017_ne_q06.png,s24_2017_ne,common vetch,NA,q06,0
pic_s24_2017_ne_q06.png,s24_2017_ne,black knapweed,NA,q06,0
pic_s24_2017_ne_q06.png,s24_2017_ne,yarrow,NA,q06,0
pic_s24_2017_ne_q06.png,s24_2017_ne,oxeye daisy,NA,q06,0
pic_s24_2017_ne_q06.png,s24_2017_ne,musk mallow,NA,q06,0
pic_s24_2017_ne_q06.png,s24_2017_ne,wild carrot,NA,q06,0
pic_s24_2017_ne_q06.png,s24_2017_ne,red campion,NA,q06,0
pic_s24_2017_ne_q06.png,s24_2017_ne,white campion,NA,q06,0
pic_s24_2017_ne_q06.png,s24_2017_ne,phacelia,NA,q06,0
pic_s27_2017_ne_q06.png,s27_2017_ne,alsike clover,NA,q06,1
pic_s27_2017_ne_q06.png,s27_2017_ne,crimson clover,NA,q06,0
pic_s27_2017_ne_q06.png,s27_2017_ne,red clover,NA,q06,1
pic_s27_2017_ne_q06.png,s27_2017_ne,sweet clover,NA,q06,1
pic_s27_2017_ne_q06.png,s27_2017_ne,white clover,NA,q06,0
pic_s27_2017_ne_q06.png,s27_2017_ne,sainfoin,NA,q06,1
pic_s27_2017_ne_q06.png,s27_2017_ne,lucerne,NA,q06,1
pic_s27_2017_ne_q06.png,s27_2017_ne,bird's-foot trefoil,NA,q06,0
pic_s27_2017_ne_q06.png,s27_2017_ne,black medick,NA,q06,0
pic_s27_2017_ne_q06.png,s27_2017_ne,common vetch,NA,q06,0
pic_s27_2017_ne_q06.png,s27_2017_ne,black knapweed,NA,q06,0
pic_s27_2017_ne_q06.png,s27_2017_ne,yarrow,NA,q06,0
pic_s27_2017_ne_q06.png,s27_2017_ne,oxeye daisy,NA,q06,0
pic_s27_2017_ne_q06.png,s27_2017_ne,musk mallow,NA,q06,0
pic_s27_2017_ne_q06.png,s27_2017_ne,wild carrot,NA,q06,0
pic_s27_2017_ne_q06.png,s27_2017_ne,red campion,NA,q06,0
pic_s27_2017_ne_q06.png,s27_2017_ne,white campion,NA,q06,0
pic_s27_2017_ne_q06.png,s27_2017_ne,phacelia,NA,q06,1
pic_s06_2017_ne_q06.png,s06_2017_ne,alsike clover,NA,q06,1
pic_s06_2017_ne_q06.png,s06_2017_ne,crimson clover,NA,q06,0
pic_s06_2017_ne_q06.png,s06_2017_ne,red clover,NA,q06,1
pic_s06_2017_ne_q06.png,s06_2017_ne,sweet clover,NA,q06,1
pic_s06_2017_ne_q06.png,s06_2017_ne,white clover,NA,q06,0
pic_s06_2017_ne_q06.png,s06_2017_ne,sainfoin,NA,q06,1
pic_s06_2017_ne_q06.png,s06_2017_ne,lucerne,NA,q06,1
pic_s06_2017_ne_q06.png,s06_2017_ne,bird's-foot trefoil,NA,q06,0
pic_s06_2017_ne_q06.png,s06_2017_ne,black medick,NA,q06,1
pic_s06_2017_ne_q06.png,s06_2017_ne,common vetch,NA,q06,0
pic_s06_2017_ne_q06.png,s06_2017_ne,black knapweed,NA,q06,0
pic_s06_2017_ne_q06.png,s06_2017_ne,yarrow,NA,q06,0
pic_s06_2017_ne_q06.png,s06_2017_ne,oxeye daisy,NA,q06,0
pic_s06_2017_ne_q06.png,s06_2017_ne,musk mallow,NA,q06,0
pic_s06_2017_ne_q06.png,s06_2017_ne,wild carrot,NA,q06,0
pic_s06_2017_ne_q06.png,s06_2017_ne,red campion,NA,q06,0
pic_s06_2017_ne_q06.png,s06_2017_ne,white campion,NA,q06,0
pic_s06_2017_ne_q06.png,s06_2017_ne,phacelia,NA,q06,1
pic_s15_2017_ne_v_q06.png,s15_2017_ne_v,alsike clover,NA,q06,1
pic_s15_2017_ne_v_q06.png,s15_2017_ne_v,crimson clover,NA,q06,0
pic_s15_2017_ne_v_q06.png,s15_2017_ne_v,red clover,NA,q06,1
pic_s15_2017_ne_v_q06.png,s15_2017_ne_v,sweet clover,NA,q06,0
pic_s15_2017_ne_v_q06.png,s15_2017_ne_v,white clover,NA,q06,0
pic_s15_2017_ne_v_q06.png,s15_2017_ne_v,sainfoin,NA,q06,0
pic_s15_2017_ne_v_q06.png,s15_2017_ne_v,lucerne,NA,q06,0
pic_s15_2017_ne_v_q06.png,s15_2017_ne_v,bird's-foot trefoil,NA,q06,1
pic_s15_2017_ne_v_q06.png,s15_2017_ne_v,black medick,NA,q06,0
pic_s15_2017_ne_v_q06.png,s15_2017_ne_v,common vetch,NA,q06,0
pic_s15_2017_ne_v_q06.png,s15_2017_ne_v,black knapweed,NA,q06,0
pic_s15_2017_ne_v_q06.png,s15_2017_ne_v,yarrow,NA,q06,0
pic_s15_2017_ne_v_q06.png,s15_2017_ne_v,oxeye daisy,NA,q06,0
pic_s15_2017_ne_v_q06.png,s15_2017_ne_v,musk mallow,NA,q06,0
pic_s15_2017_ne_v_q06.png,s15_2017_ne_v,wild carrot,NA,q06,0
pic_s15_2017_ne_v_q06.png,s15_2017_ne_v,red campion,NA,q06,0
pic_s15_2017_ne_v_q06.png,s15_2017_ne_v,white campion,NA,q06,0
pic_s15_2017_ne_v_q06.png,s15_2017_ne_v,phacelia,NA,q06,0
pic_s03_2017_ne_q06.png,s03_2017_ne,alsike clover,NA,q06,1
pic_s03_2017_ne_q06.png,s03_2017_ne,crimson clover,NA,q06,0
pic_s03_2017_ne_q06.png,s03_2017_ne,red clover,NA,q06,1
pic_s03_2017_ne_q06.png,s03_2017_ne,sweet clover,NA,q06,0
pic_s03_2017_ne_q06.png,s03_2017_ne,white clover,NA,q06,0
pic_s03_2017_ne_q06.png,s03_2017_ne,sainfoin,NA,q06,1
pic_s03_2017_ne_q06.png,s03_2017_ne,lucerne,NA,q06,1
pic_s03_2017_ne_q06.png,s03_2017_ne,bird's-foot trefoil,NA,q06,0
pic_s03_2017_ne_q06.png,s03_2017_ne,black medick,NA,q06,1
pic_s03_2017_ne_q06.png,s03_2017_ne,common vetch,NA,q06,0
pic_s03_2017_ne_q06.png,s03_2017_ne,red campion,NA,q06,0
pic_s03_2017_ne_q06.png,s03_2017_ne,white campion,NA,q06,0
pic_s03_2017_ne_q06.png,s03_2017_ne,phacelia,NA,q06,0
pic_s03_2017_ne_q06.png,s03_2017_ne,fenugreek,NA,q06,0
pic_s07_2017_ne_q06.png,s07_2017_ne,alsike clover,NA,q06,1
pic_s07_2017_ne_q06.png,s07_2017_ne,crimson clover,NA,q06,0
pic_s07_2017_ne_q06.png,s07_2017_ne,red clover,NA,q06,1
pic_s07_2017_ne_q06.png,s07_2017_ne,sweet clover,NA,q06,0
pic_s07_2017_ne_q06.png,s07_2017_ne,white clover,NA,q06,0
pic_s07_2017_ne_q06.png,s07_2017_ne,sainfoin,NA,q06,0
pic_s07_2017_ne_q06.png,s07_2017_ne,lucerne,NA,q06,1
pic_s07_2017_ne_q06.png,s07_2017_ne,bird's-foot trefoil,NA,q06,0
pic_s07_2017_ne_q06.png,s07_2017_ne,black medick,NA,q06,0
pic_s07_2017_ne_q06.png,s07_2017_ne,common vetch,NA,q06,0
pic_s07_2017_ne_q06.png,s07_2017_ne,black knapweed,NA,q06,0
pic_s07_2017_ne_q06.png,s07_2017_ne,yarrow,NA,q06,0
pic_s07_2017_ne_q06.png,s07_2017_ne,oxeye daisy,NA,q06,0
pic_s07_2017_ne_q06.png,s07_2017_ne,musk mallow,NA,q06,0
pic_s07_2017_ne_q06.png,s07_2017_ne,wild carrot,NA,q06,0
pic_s07_2017_ne_q06.png,s07_2017_ne,red campion,NA,q06,0
pic_s07_2017_ne_q06.png,s07_2017_ne,white campion,NA,q06,0
pic_s07_2017_ne_q06.png,s07_2017_ne,phacelia,NA,q06,0
pic_s14_2017_ne_v_q06.png,s14_2017_ne_v,alsike clover,NA,q06,0
pic_s14_2017_ne_v_q06.png,s14_2017_ne_v,crimson clover,NA,q06,0
pic_s14_2017_ne_v_q06.png,s14_2017_ne_v,red clover,NA,q06,1
pic_s14_2017_ne_v_q06.png,s14_2017_ne_v,sweet clover,NA,q06,0
pic_s14_2017_ne_v_q06.png,s14_2017_ne_v,white clover,NA,q06,0
pic_s14_2017_ne_v_q06.png,s14_2017_ne_v,sainfoin,NA,q06,1
pic_s14_2017_ne_v_q06.png,s14_2017_ne_v,lucerne,NA,q06,1
pic_s14_2017_ne_v_q06.png,s14_2017_ne_v,bird's-foot trefoil,NA,q06,1
pic_s14_2017_ne_v_q06.png,s14_2017_ne_v,black medick,NA,q06,0
pic_s14_2017_ne_v_q06.png,s14_2017_ne_v,common vetch,NA,q06,0
pic_s14_2017_ne_v_q06.png,s14_2017_ne_v,black knapweed,NA,q06,0
pic_s14_2017_ne_v_q06.png,s14_2017_ne_v,yarrow,NA,q06,0
pic_s14_2017_ne_v_q06.png,s14_2017_ne_v,oxeye daisy,NA,q06,0
pic_s14_2017_ne_v_q06.png,s14_2017_ne_v,musk mallow,NA,q06,0
pic_s14_2017_ne_v_q06.png,s14_2017_ne_v,wild carrot,NA,q06,0
pic_s14_2017_ne_v_q06.png,s14_2017_ne_v,red campion,NA,q06,1
pic_s14_2017_ne_v_q06.png,s14_2017_ne_v,white campion,NA,q06,0
pic_s14_2017_ne_v_q06.png,s14_2017_ne_v,phacelia,NA,q06,0
pic_s23_2017_ne_q06.png,s23_2017_ne,alsike clover,NA,q06,0
pic_s23_2017_ne_q06.png,s23_2017_ne,crimson clover,NA,q06,0
pic_s23_2017_ne_q06.png,s23_2017_ne,red clover,NA,q06,0
pic_s23_2017_ne_q06.png,s23_2017_ne,sweet clover,NA,q06,0
pic_s23_2017_ne_q06.png,s23_2017_ne,white clover,NA,q06,0
pic_s23_2017_ne_q06.png,s23_2017_ne,sainfoin,NA,q06,0
pic_s23_2017_ne_q06.png,s23_2017_ne,lucerne,NA,q06,0
pic_s23_2017_ne_q06.png,s23_2017_ne,bird's-foot trefoil,NA,q06,0
pic_s23_2017_ne_q06.png,s23_2017_ne,black medick,NA,q06,0
pic_s23_2017_ne_q06.png,s23_2017_ne,common vetch,NA,q06,0
pic_s23_2017_ne_q06.png,s23_2017_ne,black knapweed,NA,q06,0
pic_s23_2017_ne_q06.png,s23_2017_ne,yarrow,NA,q06,0
pic_s23_2017_ne_q06.png,s23_2017_ne,oxeye daisy,NA,q06,0
pic_s23_2017_ne_q06.png,s23_2017_ne,musk mallow,NA,q06,0
pic_s23_2017_ne_q06.png,s23_2017_ne,wild carrot,NA,q06,0
pic_s23_2017_ne_q06.png,s23_2017_ne,red campion,NA,q06,0
pic_s23_2017_ne_q06.png,s23_2017_ne,white campion,NA,q06,0
pic_s23_2017_ne_q06.png,s23_2017_ne,phacelia,NA,q06,1
pic_s23_2017_ne_q06.png,s23_2017_ne,tufted vetch,NA,q06,0
pic_s16_2017_ne_v_q06.png,s16_2017_ne_v,alsike clover,NA,q06,1
pic_s16_2017_ne_v_q06.png,s16_2017_ne_v,crimson clover,NA,q06,0
pic_s16_2017_ne_v_q06.png,s16_2017_ne_v,red clover,NA,q06,1
pic_s16_2017_ne_v_q06.png,s16_2017_ne_v,sweet clover,NA,q06,0
pic_s16_2017_ne_v_q06.png,s16_2017_ne_v,white clover,NA,q06,0
pic_s16_2017_ne_v_q06.png,s16_2017_ne_v,sainfoin,NA,q06,0
pic_s16_2017_ne_v_q06.png,s16_2017_ne_v,lucerne,NA,q06,1
pic_s16_2017_ne_v_q06.png,s16_2017_ne_v,bird's-foot trefoil,NA,q06,1
pic_s16_2017_ne_v_q06.png,s16_2017_ne_v,black medick,NA,q06,0
pic_s16_2017_ne_v_q06.png,s16_2017_ne_v,common vetch,NA,q06,0
pic_s16_2017_ne_v_q06.png,s16_2017_ne_v,black knapweed,NA,q06,0
pic_s16_2017_ne_v_q06.png,s16_2017_ne_v,yarrow,NA,q06,0
pic_s16_2017_ne_v_q06.png,s16_2017_ne_v,oxeye daisy,NA,q06,0
pic_s16_2017_ne_v_q06.png,s16_2017_ne_v,musk mallow,NA,q06,0
pic_s16_2017_ne_v_q06.png,s16_2017_ne_v,wild carrot,NA,q06,0
pic_s16_2017_ne_v_q06.png,s16_2017_ne_v,red campion,NA,q06,0
pic_s16_2017_ne_v_q06.png,s16_2017_ne_v,white campion,NA,q06,0
pic_s16_2017_ne_v_q06.png,s16_2017_ne_v,phacelia,NA,q06,0
pic_s29_2018_ne_q06.png,s29_2018_ne,alsike clover,NA,q06,1
pic_s29_2018_ne_q06.png,s29_2018_ne,crimson clover,NA,q06,0
pic_s29_2018_ne_q06.png,s29_2018_ne,red clover,NA,q06,1
pic_s29_2018_ne_q06.png,s29_2018_ne,sweet clover,NA,q06,0
pic_s29_2018_ne_q06.png,s29_2018_ne,white clover,NA,q06,0
pic_s29_2018_ne_q06.png,s29_2018_ne,bird's-foot trefoil,NA,q06,1
pic_s29_2018_ne_q06.png,s29_2018_ne,sainfoin,NA,q06,1
pic_s29_2018_ne_q06.png,s29_2018_ne,lucerne,NA,q06,1
pic_s29_2018_ne_q06.png,s29_2018_ne,black medick,NA,q06,0
pic_s29_2018_ne_q06.png,s29_2018_ne,common vetch,NA,q06,0
pic_s29_2018_ne_q06.png,s29_2018_ne,black knapweed,NA,q06,0
pic_s29_2018_ne_q06.png,s29_2018_ne,yarrow,NA,q06,0
pic_s29_2018_ne_q06.png,s29_2018_ne,oxeye daisy,NA,q06,0
pic_s29_2018_ne_q06.png,s29_2018_ne,musk mallow,NA,q06,0
pic_s29_2018_ne_q06.png,s29_2018_ne,wild carrot,NA,q06,0
pic_s29_2018_ne_q06.png,s29_2018_ne,fenugreek,NA,q06,0
pic_s29_2018_ne_q06.png,s29_2018_ne,red campion,NA,q06,0
pic_s29_2018_ne_q06.png,s29_2018_ne,white campion,NA,q06,0
pic_s29_2018_ne_q06.png,s29_2018_ne,phacelia,NA,q06,0
pic_s29_2018_ne_q06.png,s29_2018_ne,borage,NA,q06,0
pic_s18_2018_ne_q06.png,s18_2018_ne,clover,Y,q06,1
pic_s18_2018_ne_q06.png,s18_2018_ne,crimson clover,,q06,1
pic_s18_2018_ne_q06.png,s18_2018_ne,red clover,Y,q06,1
pic_s18_2018_ne_q06.png,s18_2018_ne,sweet clover,,q06,1
pic_s18_2018_ne_q06.png,s18_2018_ne,white clover,,q06,1
